Nbasis: 100
Nstates: 100
Configurations: 
0  0
1  0.101
2  0.102
3  0.103
4  0.104
5  0.105
6  0.106
7  0.107
8  0.108
9  0.109
10  0.11
11  0.111
12  0.112
13  0.113
14  0.114
15  0.115
16  0.116
17  0.117
18  0.118
19  0.119
20  0.12
21  0.121
22  0.122
23  0.123
24  0.124
25  0.125
26  0.126
27  0.127
28  0.128
29  0.129
30  0.13
31  0.131
32  0.132
33  0.133
34  0.134
35  0.135
36  0.136
37  0.137
38  0.138
39  0.139
40  0.14
41  0.141
42  0.142
43  0.143
44  0.144
45  0.145
46  0.146
47  0.147
48  0.148
49  0.149
50  0.15
51  0.151
52  0.152
53  0.153
54  0.154
55  0.155
56  0.156
57  0.157
58  0.158
59  0.159
60  0.16
61  0.161
62  0.162
63  0.163
64  0.164
65  0.165
66  0.166
67  0.167
68  0.168
69  0.169
70  0.17
71  0.171
72  0.172
73  0.173
74  0.174
75  0.175
76  0.176
77  0.177
78  0.178
79  0.179
80  0.18
81  0.181
82  0.182
83  0.183
84  0.184
85  0.185
86  0.186
87  0.187
88  0.188
89  0.189
90  0.19
91  0.191
92  0.192
93  0.193
94  0.194
95  0.195
96  0.196
97  0.197
98  0.198
99  0.199
Ionization: 
0  0
1  0
2  0
3  0
4  1e-05
5  1e-05
6  1e-05
7  1e-05
8  1e-05
9  1e-05
10  1e-05
11  1e-05
12  1e-05
13  1e-05
14  1e-05
15  1e-05
16  1e-05
17  1e-05
18  1e-05
19  1e-05
20  1e-05
21  1e-05
22  1e-05
23  1e-05
24  1e-05
25  1e-05
26  1e-05
27  1e-05
28  1e-05
29  1e-05
30  1e-05
31  1e-05
32  1e-05
33  1e-05
34  1e-05
35  1e-05
36  1e-05
37  1e-05
38  1e-05
39  1e-05
40  1e-05
41  1e-05
42  1e-05
43  1e-05
44  1e-05
45  1e-05
46  1e-05
47  1e-05
48  1e-05
49  1e-05
50  1e-05
51  1e-05
52  1e-05
53  1e-05
54  1e-05
55  1e-05
56  1e-05
57  1e-05
58  1e-05
59  1e-05
60  1e-05
61  1e-05
62  1e-05
63  1e-05
64  1e-05
65  1e-05
66  1e-05
67  1e-05
68  1e-05
69  1e-05
70  1e-05
71  1e-05
72  1e-05
73  1e-05
74  1e-05
75  1e-05
76  1e-05
77  1e-05
78  1e-05
79  1e-05
80  1e-05
81  1e-05
82  1e-05
83  1e-05
84  1e-05
85  1e-05
86  1e-05
87  1e-05
88  1e-05
89  1e-05
90  1e-05
91  1e-05
92  1e-05
93  1e-05
94  1e-05
95  1e-05
96  1e-05
97  1e-05
98  1e-05
99  1e-05
Dipole (x) 
0 0.1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 

0.1 0 0.1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
